title,heading,content
SectionNumber: 510,Misconduct in public by a drunken person:,"510
Misconduct in public by a drunken person:  Misconduct in public by a drunken person: Whoever, in a, state of intoxication, appears in any public place, or in any place which it is a trespass in him to enter, and there conducts himself in such a manner as to cause annoyance to any person be punished with simple imprisonment for a term which may extend to twenty-four hours, or with fine which may extend to ten rupees, or with both."
SectionNumber: 511,Punishment for attempting to commit offences punishable with imprisonment for life or for a shorter terms:,"511
Punishment for attempting to commit offences punishable with imprisonment for life or for a shorter terms:  Punishment for attempting to commit offences punishable with imprisonment for life or for a shorter terms: Whoever attempts to commit an offence punishable by this Code with imprisonment for life or imprisonment, or to cause such an offence to be committed, and in such attempt does any act towards the commission of the offence, shall where no express provision is made by this Code for the punishment of such attempt, be punished with imprisonment of any description provided for the offence for a term which may extend to one-half of the longest term of imprisonment provided for that offence or with such fine daman as is provided for the offence, or with both. Illustrations (a)A makes an attempt to steal some jewels by breaking, open the box, and finds after so opening the box, that there is no jewels in it. He has done an act towards the commission of theft, and therefore is guilty under this section.A makes an attempt to steal some jewels by breaking, open the box, and finds after so opening the box, that there is no jewels in it. He has done an act towards the commission of theft, and therefore is guilty under this section. A makes an attempt to steal some jewels by breaking, open the box, and finds after so opening the box, that there is no jewels in it. He has done an act towards the commission of theft, and therefore is guilty under this section. (b)A makes an attempt to pick the pocket of Z by thrusting his hand into Z's pocket, A fails in the attempt in consequence of 2's having nothing in his pocket. A is guilty under this section.A makes an attempt to pick the pocket of Z by thrusting his hand into Z's pocket, A fails in the attempt in consequence of 2's having nothing in his pocket. A is guilty under this section. A makes an attempt to pick the pocket of Z by thrusting his hand into Z's pocket, A fails in the attempt in consequence of 2's having nothing in his pocket. A is guilty under this section. "
SectionNumber: 108-A,Abetment in Pakistan of offences outside it:,"108-A
Abetment in Pakistan of offences outside it:  Abetment in Pakistan of offences outside it: A person abets an offence within the meaning of this Code who, in Pakistan, abets the commission of any act without and beyond Pakistan which would constitute an offence committed in Pakistan. Illustration A, in Pakistan, instigates B, a foreigner in Goa, to commit a murder in Goa, A is guilty of abetting murder."
SectionNumber: 120-A,Definition of criminal conspiracy:,"120-A
Definition of criminal conspiracy:  Definition of criminal conspiracy: When two or more persons agree to do, or cause to be done, -1an illegal act, oran illegal act, or an illegal act, or -2an act which is not illegal by illegal means such an agreement is designated a criminal conspiracy:an act which is not illegal by illegal means such an agreement is designated a criminal conspiracy: an act which is not illegal by illegal means such an agreement is designated a criminal conspiracy: Provided that no agreement except an agreement to commit an offence shall amount to a criminal conspiracy unless some act besides the agreement is done by one or more parties to such agreement in pursuance thereof. Explanation: It is immaterial whether the illegal act is the ultimate object of such agreement, or is merely incidental to that object."
SectionNumber: 120-B,Punishment of criminal conspiracy:,"120-B
Punishment of criminal conspiracy:  Punishment of criminal conspiracy: -1Whoever is a party to a criminal conspiracy to commit an offence punishable with death, imprisonment for life or rigorous imprisonment for a term of two years or upwards, shall, where no express provision is made in this Code for the punishment of such a conspiracy, be punished in the same manner as if he had abetted such offence.Whoever is a party to a criminal conspiracy to commit an offence punishable with death, imprisonment for life or rigorous imprisonment for a term of two years or upwards, shall, where no express provision is made in this Code for the punishment of such a conspiracy, be punished in the same manner as if he had abetted such offence. Whoever is a party to a criminal conspiracy to commit an offence punishable with death, imprisonment for life or rigorous imprisonment for a term of two years or upwards, shall, where no express provision is made in this Code for the punishment of such a conspiracy, be punished in the same manner as if he had abetted such offence. -2Whoever is a party to a criminal conspiracy other than a criminal conspiracy to commit an offence punishable as aforesaid shall be punished with imprisonment of either description for a term not exceeding six months, or with fine or with both.Whoever is a party to a criminal conspiracy other than a criminal conspiracy to commit an offence punishable as aforesaid shall be punished with imprisonment of either description for a term not exceeding six months, or with fine or with both. Whoever is a party to a criminal conspiracy other than a criminal conspiracy to commit an offence punishable as aforesaid shall be punished with imprisonment of either description for a term not exceeding six months, or with fine or with both."
SectionNumber: 121-A,Conspiracy to commit offences punishable by Section 121:,"121-A
Conspiracy to commit offences punishable by Section 121:  Conspiracy to commit offences punishable by Section 121: Whoever within or without Pakistan conspires to commit any of the offences punishable by Section 121, or to deprive Pakistan of the sovereignty of her territories or of any part thereof, or conspires to overawe, by means of criminal force or the show of criminal force, the Federal Government or any Provincial Government, shall be punished with imprisonment for life, or with imprisonment of either description which may extend to ten years, and shall also be liable to fine. Explanation: To constitute a conspiracy under this section, it is not necessary that any act or illegal omission shall take place in pursuance thereof."
SectionNumber: 123-A,"Condemnation of the creation of the State, and advocacy of abolition of its sovereignty:","123-A
Condemnation of the creation of the State, and advocacy of abolition of its sovereignty:  Condemnation of the creation of the State, and advocacy of abolition of its sovereignty: -1Whoever, within or without Pakistan, with intent to influence, or knowing it to be likely that he will influence, any person or the whole or any section of the public, in a manner likely to be prejudicial to the safety 2[or ideology] of Pakistan or to endanger the sovereignty of Pakistan in respect of all or any of the territories lying within its borders, shall by words, spoken or written, or by signs or visible representation abuse Pakistan or, condemn the creation of Pakistan by virtue of the partition of India which was effected on the fifteenth day of August, 1947, or. advocate the curtailment or abolition of the sovereignty of Pakistan in respect of all or any of the territories lying within its borders, whether by amalgamation with the territories of neighbouring States or otherwise, shall be punished with rigorous imprisonment which may extend to ten years and shall also be liable to fine.Whoever, within or without Pakistan, with intent to influence, or knowing it to be likely that he will influence, any person or the whole or any section of the public, in a manner likely to be prejudicial to the safety 2[or ideology] of Pakistan or to endanger the sovereignty of Pakistan in respect of all or any of the territories lying within its borders, shall by words, spoken or written, or by signs or visible representation abuse Pakistan or, condemn the creation of Pakistan by virtue of the partition of India which was effected on the fifteenth day of August, 1947, or. advocate the curtailment or abolition of the sovereignty of Pakistan in respect of all or any of the territories lying within its borders, whether by amalgamation with the territories of neighbouring States or otherwise, shall be punished with rigorous imprisonment which may extend to ten years and shall also be liable to fine. Whoever, within or without Pakistan, with intent to influence, or knowing it to be likely that he will influence, any person or the whole or any section of the public, in a manner likely to be prejudicial to the safety 2[or ideology] of Pakistan or to endanger the sovereignty of Pakistan in respect of all or any of the territories lying within its borders, shall by words, spoken or written, or by signs or visible representation abuse Pakistan or, condemn the creation of Pakistan by virtue of the partition of India which was effected on the fifteenth day of August, 1947, or. advocate the curtailment or abolition of the sovereignty of Pakistan in respect of all or any of the territories lying within its borders, whether by amalgamation with the territories of neighbouring States or otherwise, shall be punished with rigorous imprisonment which may extend to ten years and shall also be liable to fine. -2Notwithstanding anything contained in any other law for the time being in force, when any person is proceeded against under this section, it shall be lawful for any Court before which he may be produced in the course of the investigation or trial, to make such order as it may think fit in respect of his movements, of his association or communication with other persons, and of his activities in regard to dissemination of news, propagation of opinions, until such time as the case is finally decided.Notwithstanding anything contained in any other law for the time being in force, when any person is proceeded against under this section, it shall be lawful for any Court before which he may be produced in the course of the investigation or trial, to make such order as it may think fit in respect of his movements, of his association or communication with other persons, and of his activities in regard to dissemination of news, propagation of opinions, until such time as the case is finally decided. Notwithstanding anything contained in any other law for the time being in force, when any person is proceeded against under this section, it shall be lawful for any Court before which he may be produced in the course of the investigation or trial, to make such order as it may think fit in respect of his movements, of his association or communication with other persons, and of his activities in regard to dissemination of news, propagation of opinions, until such time as the case is finally decided. -3Any Court which is a Court of appeal or of revision in relation to the Court mentioned in sub-section (2) may also make an order under that sub-section.Any Court which is a Court of appeal or of revision in relation to the Court mentioned in sub-section (2) may also make an order under that sub-section. Any Court which is a Court of appeal or of revision in relation to the Court mentioned in sub-section (2) may also make an order under that sub-section."
SectionNumber: 123-B,"Defiling or unauthorisedly removing the National Flag of Pakistan from Government building, etc.:","123-B
Defiling or unauthorisedly removing the National Flag of Pakistan from Government building, etc.:  Defiling or unauthorisedly removing the National Flag of Pakistan from Government building, etc.: Whoever deliberately defiles the National Flag of Pakistan, or unauthorisedly removes if from any building, premises, vehicle or other property of Government, shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both."
SectionNumber: 124-A,Sedition:,"124-A
Sedition:  Sedition: Whoever by words, either spoken or written, or by signs, or by visible representation, or otherwise, brings or attempts to bring into hatred or contempt, or excites or attempts to excite disaffection towards, the Federal or Provincial Government established by law shall be punished with imprisonment for life to which fine may be added, or with imprisonment which may extend to three years, to which fine may be added, or with fine. Explanation 1: The expression "".disaffection includes disloyalty and all feelings of enmity. Explanation 2: Comments expressing disapprobation of the measures of the Government with a view to obtain their alteration by lawful means, without exciting or attempting to excite hatred, contempt or disaffection, do not constitute an offence under this section. Explanation 3: Comments expressing disapprobation of the administrative or other action of the Government without exciting or attempting to excite hatred, contempt or disaffection, do not constitute an offence under this section."
SectionNumber: 153-A.,"Promoting enmity between different groups, etc.:","153-A.
Promoting enmity between different groups, etc.:  Promoting enmity between different groups, etc.: Whoever (a)by words, either spoken or written, or by signs, or by visible representations or otherwise, promotes or incites, or attempts to promote or incite, on grounds of religion, race, place of both, residence. language, caste or community or any other ground whatsoever, disharmony or feelings of enmity, hatred or ill-will between different religious, racial, language or regional groups or castes or communities; orby words, either spoken or written, or by signs, or by visible representations or otherwise, promotes or incites, or attempts to promote or incite, on grounds of religion, race, place of both, residence. language, caste or community or any other ground whatsoever, disharmony or feelings of enmity, hatred or ill-will between different religious, racial, language or regional groups or castes or communities; or by words, either spoken or written, or by signs, or by visible representations or otherwise, promotes or incites, or attempts to promote or incite, on grounds of religion, race, place of both, residence. language, caste or community or any other ground whatsoever, disharmony or feelings of enmity, hatred or ill-will between different religious, racial, language or regional groups or castes or communities; or (b)commits, or incites any other person to commit, any act which is prejudicial to the maintenance of harmony between different religious, racial, language or regional groups or castes or communities or any group of persons identifiable as such on any ground whatsoever and which disturbs or is likely to disturb public tranquillity; orcommits, or incites any other person to commit, any act which is prejudicial to the maintenance of harmony between different religious, racial, language or regional groups or castes or communities or any group of persons identifiable as such on any ground whatsoever and which disturbs or is likely to disturb public tranquillity; or commits, or incites any other person to commit, any act which is prejudicial to the maintenance of harmony between different religious, racial, language or regional groups or castes or communities or any group of persons identifiable as such on any ground whatsoever and which disturbs or is likely to disturb public tranquillity; or (c)organizes, or incites any other person to organize, and exercise, movement, drill or other similar activity intending that the participants in any such activity shall use or be trained to use criminal force or violence or knowing it to be likely that the participants in any such activity will use or be trained to use criminal force or violence or participates, or incites any other person to participate, in any such activity intending to use or be trained to use criminal force or violence or knowing it to be likely that the participants in any such activity will use or be trained, to use criminal force or violence, against any religious, racial, language or regional group or caste of community or any group of persons identifiable as such on any ground whatsoever and any such activity for any reason whatsoever cause or is likely to cause fear or alarm or a feeling of insecurity amongst members of such religious, racial, language or regional group or caste or community. shall be punished with imprisonment for a term which may extend to five years and with fine.organizes, or incites any other person to organize, and exercise, movement, drill or other similar activity intending that the participants in any such activity shall use or be trained to use criminal force or violence or knowing it to be likely that the participants in any such activity will use or be trained to use criminal force or violence or participates, or incites any other person to participate, in any such activity intending to use or be trained to use criminal force or violence or knowing it to be likely that the participants in any such activity will use or be trained, to use criminal force or violence, against any religious, racial, language or regional group or caste of community or any group of persons identifiable as such on any ground whatsoever and any such activity for any reason whatsoever cause or is likely to cause fear or alarm or a feeling of insecurity amongst members of such religious, racial, language or regional group or caste or community. shall be punished with imprisonment for a term which may extend to five years and with fine. organizes, or incites any other person to organize, and exercise, movement, drill or other similar activity intending that the participants in any such activity shall use or be trained to use criminal force or violence or knowing it to be likely that the participants in any such activity will use or be trained to use criminal force or violence or participates, or incites any other person to participate, in any such activity intending to use or be trained to use criminal force or violence or knowing it to be likely that the participants in any such activity will use or be trained, to use criminal force or violence, against any religious, racial, language or regional group or caste of community or any group of persons identifiable as such on any ground whatsoever and any such activity for any reason whatsoever cause or is likely to cause fear or alarm or a feeling of insecurity amongst members of such religious, racial, language or regional group or caste or community. shall be punished with imprisonment for a term which may extend to five years and with fine. Explanation: It does not amount to an offence within the meaning of this section to point but, without malicious intention and with an honest view to their removal, matters which are producing, or have a tendency to produce, feelings of enmity or hatred between different religious, racial, language or regional groups or castes or communities."
SectionNumber: 153-B.,"Inducing students, etc., take part in political activity:","153-B.
Inducing students, etc., take part in political activity:  Inducing students, etc., take part in political activity: Whoever by words, either spoken or written, or by signs, or by visible representations, or otherwise, induce or attempts to induce any student, or any class of students, or any institution interested in or connected with students, to take part in any political activity which disturbs or undermines, or is likely disturb or undermine, the public order shall be punished with imprisonment which may extend to two years or ?with fine or with both."
SectionNumber: 165-A,Punishment for abetment of offences defined in Sections 161 and 165:,"165-A
Punishment for abetment of offences defined in Sections 161 and 165:  Punishment for abetment of offences defined in Sections 161 and 165: Whoever abets any offence punishable under Section 161 or Section 165 shall, whether the offence abetted is or is not committed in consequence of the abetment, be punished with the punishment provided for the offence."
SectionNumber: 165-B,Certain abettors excepted:,"165-B
Certain abettors excepted:  Certain abettors excepted: A person shall be deemed not to abet an offence punishable under Section 161 or Section 165 if he is induced, compelled, coerced, or intimidated to offer or give any such gratification as is referred to in Section 161 for any of the purposes mentioned therein, or any valuable thing without consideration, or for an inadequate consideration, to any such public servant as is referred to in Section 165."
SectionNumber: 171-A,"""Candidate"", ""Electoral right"" defined:","171-A
""Candidate"", ""Electoral right"" defined:  ""Candidate"", ""Electoral right"" defined: For the purposes of this Chapter: (a)""candidate"" means a person who has been nominated as a candidate at any election and includes a person who, when an election is in contemplation, holds himself out as a prospective candidate thereat: provided he is subsequently nominated as a candidate at such election;""candidate"" means a person who has been nominated as a candidate at any election and includes a person who, when an election is in contemplation, holds himself out as a prospective candidate thereat: provided he is subsequently nominated as a candidate at such election; ""candidate"" means a person who has been nominated as a candidate at any election and includes a person who, when an election is in contemplation, holds himself out as a prospective candidate thereat: provided he is subsequently nominated as a candidate at such election; (b)""electoral right"" means the right of a person to stand, or not to stand as, or to withdraw from being, a candidate or to vote or refrain from voting at an election.""electoral right"" means the right of a person to stand, or not to stand as, or to withdraw from being, a candidate or to vote or refrain from voting at an election. ""electoral right"" means the right of a person to stand, or not to stand as, or to withdraw from being, a candidate or to vote or refrain from voting at an election."
SectionNumber: 171-B.,Bribery:,"171-B.
Bribery:  Bribery: -1Whoever--Whoever-- Whoever--    -2A person who offers, or agrees to give, or offers or attempts to procure, a gratification shall be deemed to give a gratification.A person who offers, or agrees to give, or offers or attempts to procure, a gratification shall be deemed to give a gratification. A person who offers, or agrees to give, or offers or attempts to procure, a gratification shall be deemed to give a gratification. -3A person who obtains or agrees to accept or attempts to obtain a gratification shall be deemed to accept a gratification, and a person who accepts a gratification as a motive for doing what he does not intend to do, or as a reward for doing what he has not done, shall be deemed to have accepted the gratification as a reward.A person who obtains or agrees to accept or attempts to obtain a gratification shall be deemed to accept a gratification, and a person who accepts a gratification as a motive for doing what he does not intend to do, or as a reward for doing what he has not done, shall be deemed to have accepted the gratification as a reward. A person who obtains or agrees to accept or attempts to obtain a gratification shall be deemed to accept a gratification, and a person who accepts a gratification as a motive for doing what he does not intend to do, or as a reward for doing what he has not done, shall be deemed to have accepted the gratification as a reward."
SectionNumber: 171-C,Undue influence at election:,"171-C
Undue influence at election:  Undue influence at election: -1Whoever voluntarily interferes or attempts to interfere with the free exercise of any electoral right commits the offence of undue influence at an election.Whoever voluntarily interferes or attempts to interfere with the free exercise of any electoral right commits the offence of undue influence at an election. Whoever voluntarily interferes or attempts to interfere with the free exercise of any electoral right commits the offence of undue influence at an election. -2Without prejudice to the generality of the provisions of sub-section (1), whoever:-Without prejudice to the generality of the provisions of sub-section (1), whoever:- Without prejudice to the generality of the provisions of sub-section (1), whoever:-    -3A declaration of public policy or a promise of public action, or the mere exercise of a legal right without intent to interfere with an electoral right, shall not be deemed to be interference within the meaning of this section.A declaration of public policy or a promise of public action, or the mere exercise of a legal right without intent to interfere with an electoral right, shall not be deemed to be interference within the meaning of this section. A declaration of public policy or a promise of public action, or the mere exercise of a legal right without intent to interfere with an electoral right, shall not be deemed to be interference within the meaning of this section."
SectionNumber: 171-D.,Personation at elections:,"171-D.
Personation at elections:  Personation at elections: Whoever at an election applies for a voting paper or votes in the nature of any other person, whether living or dead, or in a fictitious name, or who having voted once at such election applies at the same election for a voting paper in his own name, and whoever abets, procures or attempts to procure the voting by any person in any such way, commits the offence of personation at an election."
SectionNumber: 171-E.,Punishment for bribery:,"171-E.
Punishment for bribery:  Punishment for bribery: Whoever commits the offence of bribery shall be punished with imprisonment of either description for a term-which may extend to one year, or with fine or with both; Provided that bribery by treating shall be punished with fine only. Explanation: 'Treating' means that form of bribery where the gratification consist in food, drink, entertainment, or provision."
SectionNumber: 171-F.,Punishment for undue influence or personation at an election:,"171-F.
Punishment for undue influence or personation at an election:  Punishment for undue influence or personation at an election: Whoever commits the offence of undue influence or personation at an election shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both."
SectionNumber: 171-G.,False statement in connection with an election:,"171-G.
False statement in connection with an election:  False statement in connection with an election: Whoever with intent to affect the result of an election makes or publishes any statement purporting to be a statement of fact which is false and which he either knows or believes to be false or does not believe to be true, in relation to the personal character or conduct of any candidate shall be punished with fine."
SectionNumber: 171-H.,Illegal payments in connection with an election:,"171-H.
Illegal payments in connection with an election:  Illegal payments in connection with an election: Whoever without the general or special authority in writing of a candidate incurs or authorises expenses on account of the holding of any public meeting, or upon any advertisement, circular or publication, or in any other way whatsoever for the purpose of promoting or procuring the election of such candidate, shall be punished with fine which may extend to ÿ47[one thousand five hundred rupees]ÿ47: Provided that if any person having incurred any such expenses not exceeding the amount of ten rupees without authority obtains within ten days from the date on which such expenses where incurred the approval in writing of the candidate, he shall be deemed to have incurred such expenses with the authority of the candidate."
SectionNumber: 171-I.,Failure to keep election accounts:,"171-I.
Failure to keep election accounts:  Failure to keep election accounts: Whoever being required by any law for the time being in force or any rule having the force of law to keep accounts of expenses incurred at or in connection with an election fails to keep such accounts shall be punished with fine which may extend to five hundred rupees."
SectionNumber: 171-J.,"Inducing any person not to participate in any election or referendum, etc.:","171-J.
Inducing any person not to participate in any election or referendum, etc.:  Inducing any person not to participate in any election or referendum, etc.: Whoever by words, either spoken or written, or by visible representations, induces or directly or indirectly, persuades or instigates, any person not to participate in, or to boycott, any election or referendum, or not to exercise his right of vote thereat, shall be punishable with imprisonment of either description for a term which may extend to three years, or with fine which may extend to five lac rupees, or with both."
SectionNumber: 216-A,Penalty for harbouring robbers or dacoits:,"216-A
Penalty for harbouring robbers or dacoits:  Penalty for harbouring robbers or dacoits: Whoever, knowing or having reason to believe that any persons are about to commit or have recently committed robbery or dacoity, harbours them or any of them, with the intention of facilitating the commission of such robbery or dacoity, or of screening them or any of them from punishment, shall be punished with rigorous imprisonment for a term which may extend to seven years, and shall also be liable to fine. Explanation: For the- purposes of this Section it is immaterial whether the robbery or dacoity is intended to be committed, or has been committed, within or without Pakistan. Exception: This provision does not extend to the case in which the harbour is by the husband or wife of the offender."
SectionNumber: 225-A.,"Omission to apprehend, or sufferance of escape, on part of public servant, in cases not otherwise provided for:","225-A.
Omission to apprehend, or sufferance of escape, on part of public servant, in cases not otherwise provided for:  Omission to apprehend, or sufferance of escape, on part of public servant, in cases not otherwise provided for: Whoever, being a public servant legally bound as such public servant to apprehend, or to keep in confinement, any person In any case not provided for in Section 221, Section 222 or Section 223, or in any other law for the time being in force, omits to apprehend that person or suffers him to escape from confinement, shall be punished: (a)if he does so intentionally, with imprisonment of either description for a term which may extend to three years, or with fine or with both; andif he does so intentionally, with imprisonment of either description for a term which may extend to three years, or with fine or with both; and if he does so intentionally, with imprisonment of either description for a term which may extend to three years, or with fine or with both; and (b)if he does so negligently, with simple imprisonment for a term which may extend to two years, or with fine, or with both.if he does so negligently, with simple imprisonment for a term which may extend to two years, or with fine, or with both. if he does so negligently, with simple imprisonment for a term which may extend to two years, or with fine, or with both."
SectionNumber: 225-B.,"Resistance or obstruction to lawful apprehension, or escape or rescue in cases not otherwise provided for:","225-B.
Resistance or obstruction to lawful apprehension, or escape or rescue in cases not otherwise provided for:  Resistance or obstruction to lawful apprehension, or escape or rescue in cases not otherwise provided for: Whoever, in any case not provided for in Section 224 or Section 225 or in any other law for the time being in force, intentionally offers any resistance or illegal obstruction to the lawful apprehension of himself or of any other person, or escapes or attempts to escape from any custody in which he is lawfully detained, or rescues or attempts to rescue any other person from any custody in which that person is lawfully detained, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine, or with both."
SectionNumber: 263-A,Prohibition of fictitious stamp:,"263-A
Prohibition of fictitious stamp:  Prohibition of fictitious stamp: (l)Whoever--Whoever-- Whoever--    -2An such stamp, die, plate, instrument or materials in the possession of any person for making any fictitious stamp may be seized and shall be forfeited.An such stamp, die, plate, instrument or materials in the possession of any person for making any fictitious stamp may be seized and shall be forfeited. An such stamp, die, plate, instrument or materials in the possession of any person for making any fictitious stamp may be seized and shall be forfeited. -3In this section ""fictitious stamp"" means any stamp falsely purporting to be issued by Government for the purpose of denoting a rate of postage or any facsimile or imitation or representation, whether on paper or otherwise, of any stamp issued by Government for that purpose.In this section ""fictitious stamp"" means any stamp falsely purporting to be issued by Government for the purpose of denoting a rate of postage or any facsimile or imitation or representation, whether on paper or otherwise, of any stamp issued by Government for that purpose. In this section ""fictitious stamp"" means any stamp falsely purporting to be issued by Government for the purpose of denoting a rate of postage or any facsimile or imitation or representation, whether on paper or otherwise, of any stamp issued by Government for that purpose. -4In this section and also in Sections 255 to 263, both inclusive, the word ""Government"" when used in connection with, or in reference to, any stamp issued, for the purpose of denoting a rate of postage, shall, notwithstanding anything in Section 17, be deemed to include the person or persons authorised by law to administer executive Government in any part of Pakistan, and also in any foreign country.In this section and also in Sections 255 to 263, both inclusive, the word ""Government"" when used in connection with, or in reference to, any stamp issued, for the purpose of denoting a rate of postage, shall, notwithstanding anything in Section 17, be deemed to include the person or persons authorised by law to administer executive Government in any part of Pakistan, and also in any foreign country. In this section and also in Sections 255 to 263, both inclusive, the word ""Government"" when used in connection with, or in reference to, any stamp issued, for the purpose of denoting a rate of postage, shall, notwithstanding anything in Section 17, be deemed to include the person or persons authorised by law to administer executive Government in any part of Pakistan, and also in any foreign country."
SectionNumber: 294-A.,Keeping lottery office:,"294-A.
Keeping lottery office:  Keeping lottery office: Whoever keeps any office or place for the purpose of drawing any lottery not being a State lottery or a lottery authorized by the Provincial Government shall be punished with imprisonment of either description for a term which may extend to six months, or with fine, or with both. And whoever publishes any proposal to pay any sum, or to deliver any goods, or to do or forbear doing anything for the benefit of any person, on any event or contingency relative or applicable to the drawing of any ticket, lot, number or figure in any such lottery shall be punished with fine which may extend to ÿ104[three thousand rupees]ÿ104."
SectionNumber: 294-B.,"Offering of prize in connection with trade, etc.:","294-B.
Offering of prize in connection with trade, etc.:  Offering of prize in connection with trade, etc.: Whoever offers, or undertakes to offer, in connection with any trade or business or sale of any commodity, any prize, reward or other similar consideration, by whatever name called, whether in money or kind, against any coupon, ticket, number or figure, or by any other device, as an inducement or encouragement to trade or business or to the buying of any commodity, or for the purpose of advertisement or popularising any commodity, and whoever publishes any such offer, shall be punishable, with imprisonment of either description for a term which may extend to six months, or with fine, or with both."
SectionNumber: 295-A.,Deliberate and malicious acts intended to outrage religious feelings of any class by insulting Its religion or religious beliefs:,"295-A.
Deliberate and malicious acts intended to outrage religious feelings of any class by insulting Its religion or religious beliefs:  Deliberate and malicious acts intended to outrage religious feelings of any class by insulting Its religion or religious beliefs: Whoever, with deliberate and malicious intention of outraging the 'religious feelings of any class of the citizens of Pakistan, by words, either spoken or written, or by visible representations insults the religion or the religious beliefs of that class, shall be punished with imprisonment of either description for a term which may extend to ten years, or with fine, or with both."
SectionNumber: 295-B.,"Defiling, etc., of Holy Qur'an:","295-B.
Defiling, etc., of Holy Qur'an:  Defiling, etc., of Holy Qur'an: Whoever wilfully defiles, damages or desecrates a copy of the Holy Qur'an or of an extract therefrom or uses it in any derogatory manner or for any unlawful purpose shall be punishable with imprisonment for life."
SectionNumber: 295-C.,"Use of derogatory remarks, etc., in respect of the Holy Prophet:","295-C.
Use of derogatory remarks, etc., in respect of the Holy Prophet:  Use of derogatory remarks, etc., in respect of the Holy Prophet: Whoever by words, either spoken or written, or by visible representation or by any imputation, innuendo, or insinuation, directly or indirectly, defiles the sacred name of the Holy Prophet Muhammad (peace be upon him) shall be punished with death, or imprisonment for life, and shall also be liable to fine."
SectionNumber: 298-A.,"Use of derogatory remarks, etc., in respect of holy personages:","298-A.
Use of derogatory remarks, etc., in respect of holy personages:  Use of derogatory remarks, etc., in respect of holy personages: Whoever by words, either spoken or written, or by visible representation, or by any imputation, innuendo or insinuation, directly or indirectly, defiles the sacred name of any wife (Ummul Mumineen), or members of the family (Ahle-bait), of the Holy Prophet (peace be upon him), or any of the righteous Caliphs (Khulafa-e-Rashideen) or companions (Sahaaba) of the Holy Prophet (peace be upon him) shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both."
SectionNumber: 298-B.,"Misuse of epithets, descriptions and titles, etc., reserved for certain holy personages or places:","298-B.
Misuse of epithets, descriptions and titles, etc., reserved for certain holy personages or places:  Misuse of epithets, descriptions and titles, etc., reserved for certain holy personages or places: -1Any person of the Quadiani group or the Lahori group (who call themselves 'Ahmadis' or by any other name who by words, either spoken or written, or by visible representation-Any person of the Quadiani group or the Lahori group (who call themselves 'Ahmadis' or by any other name who by words, either spoken or written, or by visible representation- Any person of the Quadiani group or the Lahori group (who call themselves 'Ahmadis' or by any other name who by words, either spoken or written, or by visible representation-      -2Any person of the Qaudiani group or Lahori group (who call themselves ""Ahmadis"" or by any other name) who by words, either spoken or written, or by visible representation refers to the mode or form of call to prayers followed by his faith as ""Azan"", or recites Azan as used by the Muslims, shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to fine.Any person of the Qaudiani group or Lahori group (who call themselves ""Ahmadis"" or by any other name) who by words, either spoken or written, or by visible representation refers to the mode or form of call to prayers followed by his faith as ""Azan"", or recites Azan as used by the Muslims, shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to fine. Any person of the Qaudiani group or Lahori group (who call themselves ""Ahmadis"" or by any other name) who by words, either spoken or written, or by visible representation refers to the mode or form of call to prayers followed by his faith as ""Azan"", or recites Azan as used by the Muslims, shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to fine."
SectionNumber: 298-C.,"Person of Quadiani group, etc., calling himself a Muslim or preaching or propagating his faith:","298-C.
Person of Quadiani group, etc., calling himself a Muslim or preaching or propagating his faith:  Person of Quadiani group, etc., calling himself a Muslim or preaching or propagating his faith: Any person of the Quadiani group or the Lahori group (who call themselves 'Ahmadis' or by any other name), who directly or indirectly, poses himself as a Muslim, or calls, or refers to, his faith as Islam, or preaches or propagates his faith, or invites others to accept his faith, by words, either spoken or written, or by visible representations, or in any manner whatsoever outrages the religious feelings of Muslims shall be punished with imprisonment of either description for a term which may extend to three years and shall also be liable to fine."
SectionNumber: 310A.,"Punishment for giving a female in marriage or otherwise in badal-i-sulh, wanni or swara:","310A.
Punishment for giving a female in marriage or otherwise in badal-i-sulh, wanni or swara:  Punishment for giving a female in marriage or otherwise in badal-i-sulh, wanni or swara: Whoever gives a female in marriage or otherwise compels her to enter into marriage, as badal-i-sulh, wanni or swara or any other custom or practice under any name, in consideration of settling a civil dispute or a criminal liability, shall be punished with imprisonment of either description for a term which may extend to seven years but shall not be less than three years and shall also be liable to fine of five hundred thousand rupees.."
SectionNumber: 336A.,Hurt caused by corrosive substance:,"336A.
Hurt caused by corrosive substance:  Hurt caused by corrosive substance: Whoever with the intention or knowingly causes or attempts to cause hurt by means of a corrosive substance which is deleterious to human body when it is swallowed, inhaled, comes into contact or received into human body or otherwise shall be said to cause hurt by corrosive substance. Explanation:- In this sub-section, unless the context otherwise requires, ""corrosive substance"" means a substance which may destroy, cause hurt, deface or dismember any organ of the human body and includes every kind of acid, poison, explosive or explosive substance, heating substance, noxious thing, arsenic or any other chemical which has a corroding effect and whcih is deleterious to human body."
